step_data_id,question_step_id,name,value
590,590,answer,1
591,591,answer,2
592,592,answer,2
593,593,answer,2
594,594,answer,1
595,595,answer,2
596,596,answer,2
597,597,answer,2
598,598,answer,2
599,599,answer,0
600,600,answer,1
601,601,answer,2
602,602,answer,1
603,603,answer,2
604,604,answer,3
605,605,answer,1
606,606,answer,1
607,607,answer,0
608,608,answer,3
609,609,answer,2
610,610,answer,0
611,611,answer,0
612,612,answer,2
613,613,answer,3
614,614,answer,3
615,615,answer,3
616,616,answer,0
617,617,answer,3
618,618,answer,0
619,619,answer,0
620,620,answer,0
621,621,answer,1
622,622,answer,2
623,623,answer,2
624,624,answer,3
625,625,answer,2
626,626,answer,3
627,627,answer,3
628,628,answer,1
629,629,answer,3
630,630,answer,3
631,631,answer,2
632,632,answer,2
633,633,answer,2
634,634,answer,0
635,635,answer,3
636,636,answer,2
637,637,answer,3
638,638,answer,1
639,639,answer,3
640,640,answer,1
641,641,answer,0
642,642,answer,2
643,643,answer,3
644,644,answer,1
645,645,answer,0
646,646,answer,3
647,647,answer,1
648,648,answer,0
649,649,answer,3
650,650,answer,0
651,651,answer,1
652,652,answer,1
653,653,answer,3
654,654,answer,2
655,655,answer,1
656,656,answer,0
657,657,answer,2
658,658,answer,1
659,659,answer,0
660,660,answer,1
661,661,answer,2
662,662,answer,1
663,663,answer,1
664,664,answer,0
665,665,answer,2
666,666,answer,2
667,667,answer,2
668,668,answer,2
669,669,answer,3
670,670,answer,0
671,671,answer,0
672,672,answer,1
673,673,answer,1
674,674,answer,0
675,675,answer,1
676,676,answer,3
677,677,answer,2
678,678,answer,0
679,679,answer,1
680,680,answer,1
681,681,answer,2
682,682,answer,1
683,683,answer,2
684,684,answer,0
685,685,answer,2
686,686,answer,1
687,687,answer,3
688,688,answer,1
689,689,answer,2
690,690,answer,1
691,691,answer,3
692,692,answer,2
693,693,answer,2
694,694,answer,2
695,695,answer,1
696,696,answer,0
697,697,answer,1
698,698,answer,2
699,699,answer,2
700,700,answer,1
701,701,answer,2
702,702,answer,2
703,703,answer,2
704,704,answer,1
705,705,answer,2
706,706,answer,2
707,707,answer,2
708,708,answer,1
709,709,answer,2
710,710,answer,2
711,711,answer,2
712,712,answer,1
713,713,answer,2
714,714,answer,0
715,715,answer,1
716,716,answer,1
717,717,answer,2
718,718,answer,2
719,719,answer,2
720,720,answer,2
721,721,answer,3
722,722,answer,1
723,723,answer,1
724,724,answer,0
725,725,answer,3
726,726,answer,2
727,727,answer,0
728,728,answer,0
729,729,answer,2
730,730,answer,3
731,731,answer,3
732,732,answer,3
733,733,answer,0
734,734,answer,3
735,735,answer,3
736,736,answer,0
737,737,answer,0
738,738,answer,1
739,739,answer,2
740,740,answer,2
741,741,answer,3
742,742,answer,2
743,743,answer,3
744,744,answer,3
745,745,answer,1
746,746,answer,3
747,747,answer,2
748,748,answer,0
749,749,answer,3
750,750,answer,2
751,751,answer,3
752,752,answer,2
753,753,answer,3
754,754,answer,1
755,755,answer,0
756,756,answer,2
757,757,answer,3
758,758,answer,1
759,759,answer,0
760,760,answer,3
761,761,answer,1
762,762,answer,0
763,763,answer,3
764,764,answer,0
765,765,answer,1
766,766,answer,1
767,767,answer,3
768,768,answer,2
769,769,answer,1
770,770,answer,0
771,771,answer,2
772,772,answer,2
773,773,answer,1
774,774,answer,1
775,775,answer,0
776,776,answer,2
777,777,answer,2
778,778,answer,2
779,779,answer,2
780,780,answer,3
781,781,answer,0
782,782,answer,0
783,783,answer,1
784,784,answer,1
785,785,answer,0
786,786,answer,1
787,787,answer,3
788,788,answer,2
789,789,answer,0
790,790,answer,1
791,791,answer,1
792,792,answer,2
793,793,answer,1
794,794,answer,3
795,795,answer,2
796,796,answer,3
797,797,answer,1
798,798,answer,1
799,799,answer,3
800,800,answer,0
801,801,answer,2
802,802,answer,1
803,803,answer,3
804,804,answer,1
805,805,answer,3
806,806,answer,1
807,807,answer,3
808,808,answer,2
809,809,answer,2
810,810,answer,2
811,811,answer,1
812,812,answer,0
813,813,answer,1
814,814,answer,2
815,815,answer,2
816,816,answer,1
817,817,answer,2
818,818,answer,2
819,819,answer,2
820,820,answer,1
821,821,answer,2
822,822,answer,2
823,823,answer,2
824,824,answer,1
825,825,answer,2
826,826,answer,2
827,827,answer,2
828,828,answer,1
829,829,answer,0
830,830,answer,2
831,831,answer,3
832,832,answer,2
833,833,answer,1
834,834,answer,2
835,835,answer,1
836,836,answer,2
837,837,answer,3
838,838,answer,1
839,839,answer,1
840,840,answer,0
841,841,answer,3
842,842,answer,2
843,843,answer,0
844,844,answer,0
845,845,answer,2
846,846,answer,3
847,847,answer,1
848,848,answer,3
849,849,answer,0
850,850,answer,3
851,851,answer,3
852,852,answer,0
853,853,answer,0
854,854,answer,1
855,855,answer,2
856,856,answer,2
857,857,answer,3
858,858,answer,2
859,859,answer,3
860,860,answer,3
861,861,answer,3
862,862,answer,2
863,863,answer,0
864,864,answer,3
865,865,answer,2
866,866,answer,3
867,867,answer,2
868,868,answer,3
869,869,answer,1
870,870,answer,0
871,871,answer,2
872,872,answer,3
873,873,answer,1
874,874,answer,0
875,875,answer,3
876,876,answer,1
877,877,answer,0
878,878,answer,3
879,879,answer,0
880,880,answer,1
881,881,answer,1
882,882,answer,3
883,883,answer,2
884,884,answer,1
885,885,answer,0
886,886,answer,1
887,887,answer,3
888,888,answer,0
889,889,answer,3
890,890,answer,1
891,891,answer,2
892,892,answer,2
893,893,answer,2
894,894,answer,2
895,895,answer,1
896,896,answer,0
897,897,answer,2
898,898,answer,3
899,899,answer,3
900,900,answer,0
901,901,answer,3
902,902,answer,2
903,903,answer,0
904,904,answer,3
905,905,answer,3
906,906,answer,1
907,907,answer,0
908,908,answer,0
909,909,answer,2
910,910,answer,0
911,911,answer,0
912,912,answer,1
913,913,answer,1
914,914,answer,2
915,915,answer,3
916,916,answer,0
917,917,answer,2
918,918,answer,2
919,919,answer,1
920,920,answer,1
921,921,answer,2
922,922,answer,2
923,923,answer,1
924,924,answer,3
925,925,answer,3
926,926,answer,2
927,927,answer,2
928,928,answer,1
929,929,answer,0
930,930,answer,3
931,931,answer,3
932,932,answer,0
933,933,answer,2
934,934,answer,2
935,935,answer,0
936,936,answer,0
937,937,answer,3
938,938,answer,3
939,939,answer,0
940,940,answer,2
941,941,answer,2
942,942,answer,1
943,943,answer,0
944,944,answer,3
945,945,answer,2
946,946,answer,0
947,947,answer,1
948,948,answer,2
949,949,answer,3
950,950,answer,3
951,951,answer,1
952,952,answer,1
953,953,answer,1
954,954,answer,2
955,955,answer,3
956,956,answer,3
957,957,answer,2
958,958,answer,0
959,959,answer,3
960,960,answer,2
961,961,answer,2
962,962,answer,2
963,963,answer,1
964,964,answer,3
965,965,answer,0
966,966,answer,1
967,967,answer,2
968,968,answer,3
969,969,answer,2
970,970,answer,3
971,971,answer,1
972,972,answer,3
973,973,answer,0
974,974,answer,2
975,975,answer,2
976,976,answer,1
977,977,answer,1
978,978,answer,3
979,979,answer,1
980,980,answer,1
981,981,answer,0
982,982,answer,1
983,983,answer,1
984,984,answer,0
985,985,answer,2
986,986,answer,2
987,987,answer,0
988,988,answer,2
989,989,answer,1
990,990,answer,2
991,991,answer,2
992,992,answer,2
993,993,answer,2
994,994,answer,2
995,995,answer,2
996,996,answer,2
997,997,answer,3
998,998,answer,3
999,999,answer,0
1000,1000,answer,3
1001,1001,answer,2
1002,1002,answer,0
1003,1003,answer,3
1004,1004,answer,3
1005,1005,answer,1
1006,1006,answer,1
1007,1007,answer,0
1008,1008,answer,2
1009,1009,answer,0
1010,1010,answer,0
1011,1011,answer,1
1012,1012,answer,3
1013,1013,answer,0
1014,1014,answer,2
1015,1015,answer,2
1016,1016,answer,1
1017,1017,answer,1
1018,1018,answer,2
1019,1019,answer,2
1020,1020,answer,1
1021,1021,answer,3
1022,1022,answer,3
1023,1023,answer,2
1024,1024,answer,2
1025,1025,answer,1
1026,1026,answer,0
1027,1027,answer,3
1028,1028,answer,3
1029,1029,answer,0
1030,1030,answer,1
1031,1031,answer,2
1032,1032,answer,2
1033,1033,answer,0
1034,1034,answer,2
1035,1035,answer,1
1036,1036,answer,3
1037,1037,answer,2
1038,1038,answer,2
1039,1039,answer,3
1040,1040,answer,0
1041,1041,answer,2
1042,1042,answer,2
1043,1043,answer,1
1044,1044,answer,0
1045,1045,answer,3
1046,1046,answer,2
1047,1047,answer,3
1048,1048,answer,1
1049,1049,answer,2
1050,1050,answer,3
1051,1051,answer,3
1052,1052,answer,1
1053,1053,answer,1
1054,1054,answer,3
1055,1055,answer,2
1056,1056,answer,3
1057,1057,answer,2
1058,1058,answer,2
1059,1059,answer,3
1060,1060,answer,3
1061,1061,answer,2
1062,1062,answer,1
1063,1063,answer,1
1064,1064,answer,3
1065,1065,answer,0
1066,1066,answer,1
1067,1067,answer,2
1068,1068,answer,3
1069,1069,answer,2
1070,1070,answer,2
1071,1071,answer,1
1072,1072,answer,3
1073,1073,answer,0
1074,1074,answer,0
1075,1075,answer,2
1076,1076,answer,0
1077,1077,answer,1
1078,1078,answer,3
1079,1079,answer,1
1080,1080,answer,0
1081,1081,answer,0
1082,1082,answer,1
1083,1083,answer,1
1084,1084,answer,0
1085,1085,answer,1
1086,1086,answer,2
1087,1087,answer,2
1088,1088,answer,2
1089,1089,answer,2
1090,1090,answer,1
1091,1091,answer,1
1092,1092,answer,2
1093,1093,answer,3
1094,1094,answer,3
1095,1095,answer,0
1096,1096,answer,3
1097,1097,answer,2
1098,1098,answer,3
1099,1099,answer,3
1100,1100,answer,3
1101,1101,answer,1
1102,1102,answer,1
1103,1103,answer,0
1104,1104,answer,2
1105,1105,answer,0
1106,1106,answer,0
1107,1107,answer,1
1108,1108,answer,1
1109,1109,answer,2
1110,1110,answer,2
1111,1111,answer,1
1112,1112,answer,1
1113,1113,answer,2
1114,1114,answer,2
1115,1115,answer,1
1116,1116,answer,3
1117,1117,answer,3
1118,1118,answer,2
1119,1119,answer,2
1120,1120,answer,1
1121,1121,answer,0
1122,1122,answer,3
1123,1123,answer,3
1124,1124,answer,0
1125,1125,answer,1
1126,1126,answer,1
1127,1127,answer,1
1128,1128,answer,0
1129,1129,answer,2
1130,1130,answer,1
1131,1131,answer,0
1132,1132,answer,1
1133,1133,answer,1
1134,1134,answer,2
1135,1135,answer,1
1136,1136,answer,3
1137,1137,answer,3
1138,1138,answer,2
1139,1139,answer,2
1140,1140,answer,2
1141,1141,answer,1
1142,1142,answer,0
1143,1143,answer,3
1144,1144,answer,2
1145,1145,answer,3
1146,1146,answer,1
1147,1147,answer,2
1148,1148,answer,3
1149,1149,answer,3
1150,1150,answer,1
1151,1151,answer,1
1152,1152,answer,1
1153,1153,answer,2
1154,1154,answer,3
1155,1155,answer,3
1156,1156,answer,2
1157,1157,answer,0
1158,1158,answer,3
1159,1159,answer,0
1160,1160,answer,2
1161,1161,answer,3
1162,1162,answer,2
1163,1163,answer,2
1164,1164,answer,3
1165,1165,answer,0
1166,1166,answer,1
1167,1167,answer,2
1168,1168,answer,3
1169,1169,answer,2
1170,1170,answer,2
1171,1171,answer,1
1172,1172,answer,3
1173,1173,answer,0
1174,1174,answer,0
1175,1175,answer,2
1176,1176,answer,0
1177,1177,answer,1
1178,1178,answer,3
1179,1179,answer,1
1180,1180,answer,0
1181,1181,answer,0
1182,1182,answer,1
1183,1183,answer,1
1184,1184,answer,0
1185,1185,answer,1
1186,1186,answer,1
1187,1187,answer,2
1188,1188,answer,0
1189,1189,answer,3
1190,1190,answer,2
1191,1191,answer,1
1192,1192,answer,2
1193,1193,answer,2
1194,1194,answer,2
1195,1195,answer,2
1196,1196,answer,1
1197,1197,answer,1
1198,1198,answer,2
1199,1199,answer,3
1200,1200,answer,3
1201,1201,answer,0
1202,1202,answer,3
1203,1203,answer,2
1204,1204,answer,0
1205,1205,answer,1
1206,1206,answer,3
1207,1207,answer,1
1208,1208,answer,1
1209,1209,answer,0
1210,1210,answer,2
1211,1211,answer,0
1212,1212,answer,0
1213,1213,answer,1
1214,1214,answer,2
1215,1215,answer,2
1216,1216,answer,1
1217,1217,answer,0
1218,1218,answer,2
1219,1219,answer,2
1220,1220,answer,1
1221,1221,answer,3
1222,1222,answer,3
1223,1223,answer,2
1224,1224,answer,2
1225,1225,answer,1
1226,1226,answer,0
1227,1227,answer,1
1228,1228,answer,3
1229,1229,answer,0
1230,1230,answer,1
1231,1231,answer,2
1232,1232,answer,0
1233,1233,answer,0
1234,1234,answer,2
1235,1235,answer,2
1236,1236,answer,2
1237,1237,answer,3
1238,1238,answer,0
1239,1239,answer,3
1240,1240,answer,3
1241,1241,answer,0
1242,1242,answer,2
1243,1243,answer,2
1244,1244,answer,1
1245,1245,answer,0
1246,1246,answer,3
1247,1247,answer,2
1248,1248,answer,3
1249,1249,answer,1
1250,1250,answer,2
1251,1251,answer,3
1252,1252,answer,3
1253,1253,answer,1
1254,1254,answer,1
1255,1255,answer,1
1256,1256,answer,2
1257,1257,answer,3
1258,1258,answer,3
1259,1259,answer,2
1260,1260,answer,3
1261,1261,answer,0
1262,1262,answer,1
1263,1263,answer,2
1264,1264,answer,3
1265,1265,answer,2
1266,1266,answer,2
1267,1267,answer,1
1268,1268,answer,3
1269,1269,answer,0
1270,1270,answer,0
1271,1271,answer,2
1272,1272,answer,0
1273,1273,answer,1
1274,1274,answer,3
1275,1275,answer,1
1276,1276,answer,0
1277,1277,answer,0
1278,1278,answer,1
1279,1279,answer,1
1280,1280,answer,0
1281,1281,answer,0
1282,1282,answer,1
1283,1283,answer,0
1284,1284,answer,1
1285,1285,answer,1
1286,1286,answer,0
1287,1287,answer,1
1288,1288,answer,1
1289,1289,answer,2
1290,1290,answer,2
1291,1291,answer,2
1292,1292,answer,1
1293,1293,answer,2
1294,1294,answer,2
1295,1295,answer,3
1296,1296,answer,3
1297,1297,answer,0
1298,1298,answer,3
1299,1299,answer,0
1300,1300,answer,0
1301,1301,answer,3
1302,1302,answer,0
1303,1303,answer,2
1304,1304,answer,1
1305,1305,answer,0
1306,1306,answer,2
1307,1307,answer,0
1308,1308,answer,0
1309,1309,answer,1
1310,1310,answer,0
1311,1311,answer,0
1312,1312,answer,0
1313,1313,answer,0
1314,1314,answer,0
1315,1315,answer,1
1316,1316,answer,2
1317,1317,answer,2
1318,1318,answer,1
1319,1319,answer,1
1320,1320,answer,2
1321,1321,answer,2
1322,1322,answer,0
1323,1323,answer,3
1324,1324,answer,2
1325,1325,answer,2
1326,1326,answer,3
1327,1327,answer,1
1328,1328,answer,0
1329,1329,answer,3
1330,1330,answer,3
1331,1331,answer,0
1332,1332,answer,2
1333,1333,answer,2
1334,1334,answer,1
1335,1335,answer,0
1336,1336,answer,2
1337,1337,answer,1
1338,1338,answer,1
1339,1339,answer,3
1340,1340,answer,1
1341,1341,answer,2
1342,1342,answer,2
1343,1343,answer,3
1344,1344,answer,0
1345,1345,answer,3
1346,1346,answer,2
1347,1347,answer,1
1348,1348,answer,0
1349,1349,answer,3
1350,1350,answer,2
1351,1351,answer,3
1352,1352,answer,1
1353,1353,answer,2
1354,1354,answer,3
1355,1355,answer,3
1356,1356,answer,1
1357,1357,answer,1
1358,1358,answer,1
1359,1359,answer,2
1360,1360,answer,3
1361,1361,answer,3
1362,1362,answer,2
1363,1363,answer,3
1364,1364,answer,0
1365,1365,answer,2
1366,1366,answer,1
1367,1367,answer,1
1368,1368,answer,1
1369,1369,answer,1
1370,1370,answer,0
1371,1371,answer,1
1372,1372,answer,2
1373,1373,answer,3
1374,1374,answer,2
1375,1375,answer,2
1376,1376,answer,1
1377,1377,answer,3
1378,1378,answer,0
1379,1379,answer,0
1380,1380,answer,2
1381,1381,answer,0
1382,1382,answer,1
1383,1383,answer,3
1384,1384,answer,1
1385,1385,answer,0
1386,1386,answer,0
1387,1387,answer,1
1388,1388,answer,2
1389,1389,answer,0
1390,1390,answer,1
1391,1391,answer,0
1392,1392,answer,0
1393,1393,answer,2
1394,1394,answer,1
1395,1395,answer,1
1396,1396,answer,2
1397,1397,answer,2
1398,1398,answer,2
1399,1399,answer,2
1400,1400,answer,1
1401,1401,answer,1
1402,1402,answer,2
1403,1403,answer,3
1404,1404,answer,1
1405,1405,answer,0
1406,1406,answer,3
1407,1407,answer,2
1408,1408,answer,0
1409,1409,answer,3
1410,1410,answer,3
1411,1411,answer,1
1412,1412,answer,1
1413,1413,answer,0
1414,1414,answer,2
1415,1415,answer,0
1416,1416,answer,0
1417,1417,answer,1
1418,1418,answer,0
1419,1419,answer,3
1420,1420,answer,2
1421,1421,answer,0
1422,1422,answer,2
1423,1423,answer,1
1424,1424,answer,2
1425,1425,answer,1
1426,1426,answer,1
1427,1427,answer,1
1428,1428,answer,2
1429,1429,answer,2
1430,1430,answer,1
1431,1431,answer,3
1432,1432,answer,3
1433,1433,answer,2
1434,1434,answer,2
1435,1435,answer,1
1436,1436,answer,2
1437,1437,answer,3
1438,1438,answer,3
1439,1439,answer,0
1440,1440,answer,1
1441,1441,answer,2
1442,1442,answer,1
1443,1443,answer,2
1444,1444,answer,1
1445,1445,answer,3
1446,1446,answer,1
1447,1447,answer,3
1448,1448,answer,0
1449,1449,answer,0
1450,1450,answer,3
1451,1451,answer,1
